Source,Destination,Weight
C0455270,C0235716,1.0
C0455270,C0850630,1.0
C0455270,C0239511,1.0
C0455270,C0743323,1.0
C0455270,C0020450,1.0
C0455270,C0034642,1.0
C0455270,C0234230,1.0
C0455270,C0080151,1.0
C0455270,C0043194,1.0
C0455270,C0272285,1.0
C0455270,C1836672,1.0
C0455270,C0474496,1.0
C0455270,C0423729,1.0
C0455270,C3640008,1.0
C1862941,C0275814,1.0
C1862941,C0034931,1.0
C1862941,C0025294,1.0
C1862941,C0085786,1.0
C1862941,C0740941,1.0
C1862941,C0234238,1.0
C1862941,C0232292,1.0
C1862941,C1260899,1.0
C1862941,C0032064,1.0
C1862941,C0008031,1.0
C1862941,C0011175,1.0
C1862941,C0277556,1.0
C1862941,C0149871,1.0
C1862941,C0917801,1.0
C1862941,C0239377,1.0
C1862941,C0019212,1.0
C1862941,C1854310,1.0
C1862941,C0795907,1.0
C1862941,C0241039,1.0
C1862941,C0037763,1.0
C1862941,C1969653,1.0
C1862941,C0043194,1.0
C1862941,C0265514,1.0
C1862941,C1535939,1.0
C1862941,C0679225,1.0
C1862941,C0039483,1.0
C1862941,C0025237,1.0
C1862941,C1851100,1.0
C1862941,C0231710,1.0
C1862941,C0235744,1.0
C1862941,C0037317,1.0
C1862941,C0153064,1.0
C1862941,C0233488,1.0
C1862941,C0040038,1.0
C1862941,C0398623,1.0
C1862941,C0018939,1.0
C1862941,C1859722,1.0
C0275814,C0034931,1.0
C0275814,C0025294,1.0
C0275814,C0004604,1.0
C0275814,C1854310,1.0
C0275814,C0080151,1.0
C0275814,C0043144,1.0
C0034931,C0025294,1.0
C0034931,C0037199,2.0
C0034931,C0033774,1.0
C0034931,C0085786,1.0
C0034931,C0740941,1.0
C0034931,C0234238,4.0
C0034931,C0027424,3.0
C0034931,C0024591,1.0
C0034931,C0232292,6.0
C0034931,C1719788,1.0
C0034931,C0877015,5.0
C0034931,C0205721,1.0
C0034931,C0343401,1.0
C0034931,C0038644,1.0
C0034931,C1866994,1.0
C0034931,C0037284,1.0
C0034931,C2363771,1.0
C0034931,C0034072,1.0
C0034931,C0598196,1.0
C0034931,C0221055,1.0
C0034931,C0796176,2.0
C0034931,C1318973,1.0
C0034931,C0013336,1.0
C0034931,C0849640,1.0
C0034931,C0030201,5.0
C0034931,C0271188,1.0
C0034931,C0035222,1.0
C0034931,C0018834,1.0
C0034931,C0847097,1.0
C0034931,C0015230,2.0
C0034931,C0270627,2.0
C0034931,C1260899,2.0
C0034931,C0012833,3.0
C0034931,C0038454,2.0
C0034931,C0543698,1.0
C0034931,C0001175,1.0
C0034931,C0796254,1.0
C0034931,C3495488,1.0
C0034931,C0231311,1.0
C0034931,C0263314,1.0
C0034931,C1321587,1.0
C0034931,C0008031,4.0
C0034931,C0019345,1.0
C0034931,C2242996,2.0
C0034931,C0017168,1.0
C0034931,C0011175,2.0
C0034931,C0476288,1.0
C0034931,C0235031,1.0
C0034931,C0232431,1.0
C0034931,C0277556,1.0
C0034931,C0085624,3.0
C0034931,C0026821,1.0
C0034931,C0028643,1.0
C0034931,C0004604,3.0
C0034931,C0020175,2.0
C0034931,C0149871,1.0
C0034931,C0032026,1.0
C0034931,C0426484,2.0
C0034931,C0221512,3.0
C0034931,C0016053,1.0
C0034931,C0302539,1.0
C0034931,C0231918,1.0
C0034931,C0748706,1.0
C0034931,C0559687,1.0
C0034931,C0028081,3.0
C0034931,C0000737,2.0
C0034931,C0438716,1.0
C0034931,C0149725,2.0
C0034931,C1443924,2.0
C0034931,C2957106,2.0
C0034931,C0742339,1.0
C0034931,C2039120,2.0
C0034931,C0238741,1.0
C0034931,C0239886,1.0
C0034931,C0581880,1.0
C0034931,C0019212,1.0
C0034931,C0231530,1.0
C0034931,C0265338,1.0
C0034931,C0026603,1.0
C0034931,C0578050,1.0
C0034931,C0393691,1.0
C0034931,C0751340,1.0
C0034931,C0423621,3.0
C0034931,C0239182,1.0
C0034931,C2129214,1.0
C0034931,C0242301,1.0
C0034931,C0424805,1.0
C0034931,C0238990,1.0
C0034931,C0242383,1.0
C0034931,C0239836,2.0
C0034931,C0547030,1.0
C0034931,C0344232,1.0
C0034931,C0278140,1.0
C0034931,C0013395,1.0
C0034931,C0270860,2.0
C0034931,C0238995,1.0
C0034931,C0272187,1.0
C0034931,C0153062,1.0
C0034931,C0687681,1.0
C0034931,C0040213,1.0
C0034931,C0032231,1.0
C0034931,C0027092,1.0
C0034931,C0034065,1.0
C0034931,C0037315,1.0
C0034931,C0268281,1.0
C0034931,C0276138,1.0
C0034931,C0235716,1.0
C0034931,C0850630,1.0
C0034931,C0239511,1.0
C0034931,C0743323,1.0
C0034931,C0020450,1.0
C0034931,C0034642,1.0
C0034931,C0234230,1.0
C0034931,C0080151,2.0
C0034931,C0043194,2.0
C0034931,C0024031,1.0
C0034931,C0022104,1.0
C0034931,C0178238,1.0
C0034931,C2370950,1.0
C0034931,C0086132,1.0
C0034931,C2931877,1.0
C0034931,C0011119,1.0
C0034931,C0238190,1.0
C0034931,C0813142,1.0
C0034931,C0559483,1.0
C0034931,C0917799,1.0
C0037199,C0013261,1.0
C0037199,C0011884,1.0
C0037199,C0033774,1.0
C0037199,C0234238,3.0
C0037199,C0027424,4.0
C0037199,C0232292,2.0
C0037199,C0015230,1.0
C0037199,C0012833,2.0
C0037199,C1579931,1.0
C0037199,C1321587,1.0
C0037199,C0008031,3.0
C0037199,C1836123,2.0
C0037199,C0019345,1.0
C0037199,C0231912,1.0
C0037199,C2945698,1.0
C0037199,C2242996,2.0
C0037199,C0017168,1.0
C0037199,C0277556,1.0
C0037199,C0043352,1.0
C0037199,C0011168,1.0
C0037199,C0162429,1.0
C0037199,C0085624,2.0
C0037199,C0007859,1.0
C0037199,C0004604,1.0
C0037199,C0235162,1.0
C0037199,C0013456,1.0
C0037199,C0235234,1.0
C0037199,C0221512,1.0
C0037199,C0239377,1.0
C0037199,C0302539,1.0
C0037199,C0231918,1.0
C0037199,C0015674,1.0
C0037199,C0009763,1.0
C0037199,C0438716,1.0
C0037199,C0149931,1.0
C0037199,C0362046,1.0
C0037199,C0040425,1.0
C0037199,C1510471,1.0
C0037199,C0004364,1.0
C0037199,C0847554,1.0
C0037199,C2957106,1.0
C0037199,C0439814,1.0
C0037199,C0742339,1.0
C0037199,C0497366,1.0
C0037199,C0017672,1.0
C0037199,C0677500,1.0
C0037199,C0586407,1.0
C0037199,C2039120,1.0
C0037199,C0238741,1.0
C0037199,C0239886,1.0
C0037199,C0019825,1.0
C0037199,C0231530,1.0
C0037199,C0032781,1.0
C0037199,C0026769,1.0
C0037199,C0265338,1.0
C0037199,C0033046,1.0
C0037199,C0268039,1.0
C0037199,C0020443,1.0
C0037199,C0423621,2.0
C0037199,C0522251,1.0
C0037199,C0035078,1.0
C0037199,C0010340,1.0
C0037199,C1096235,1.0
C0037199,C0038395,2.0
C0037199,C0857156,1.0
C0037199,C0080151,1.0
C0037199,C0036689,1.0
C0037199,C4042866,1.0
C0013261,C0011884,5.0
C0013261,C0033774,1.0
C0013261,C0740941,1.0
C0013261,C0232292,1.0
C0013261,C1861455,1.0
C0013261,C0012833,1.0
C0013261,C1321587,1.0
C0013261,C0003873,1.0
C0013261,C0006277,1.0
C0013261,C0028081,1.0
C0013261,C0000737,1.0
C0013261,C0149725,1.0
C0013261,C0238741,1.0
C0013261,C0238990,1.0
C0013261,C0032310,1.0
C0013261,C0010674,1.0
C0013261,C0857172,1.0
C0013261,C0278193,1.0
C0011884,C0033774,1.0
C0011884,C0740941,1.0
C0011884,C0232292,1.0
C0011884,C1861455,1.0
C0011884,C0012833,1.0
C0011884,C1321587,1.0
C0011884,C0003873,1.0
C0011884,C0006277,1.0
C0011884,C0028081,1.0
C0011884,C0000737,1.0
C0011884,C0149725,1.0
C0011884,C0238741,1.0
C0011884,C0238990,1.0
C0011884,C0032310,1.0
C0011884,C0010674,1.0
C0011884,C0857172,1.0
C0011884,C0278193,1.0
C0033774,C0234238,2.0
C0033774,C0018834,1.0
C0033774,C0015230,4.0
C0033774,C0012833,2.0
C0033774,C0038454,1.0
C0033774,C0018621,1.0
C0033774,C0019345,1.0
C0033774,C2242996,1.0
C0033774,C3714506,1.0
C0033774,C0442874,1.0
C0033774,C0235031,1.0
C0033774,C0277556,3.0
C0033774,C0011168,1.0
C0033774,C0085624,2.0
C0033774,C0026821,1.0
C0033774,C0028643,1.0
C0033774,C0032026,1.0
C0033774,C0239377,1.0
C0033774,C0015674,1.0
C0033774,C0037231,1.0
C0033774,C0006430,1.0
C0033774,C0042109,1.0
C0033774,C0850803,1.0
C0033774,C0877717,1.0
C0033774,C0240211,1.0
C0033774,C0009763,1.0
C0033774,C3257803,1.0
C0033774,C0003864,1.0
C0033774,C0004095,1.0
C0033774,C0578687,1.0
C0033774,C0438716,2.0
C0033774,C0423618,1.0
C0033774,C0149725,1.0
C0033774,C0234655,1.0
C0033774,C0849959,1.0
C0033774,C0042571,1.0
C0033774,C0149931,1.0
C0033774,C0362046,1.0
C0033774,C0004364,1.0
C0033774,C2957106,1.0
C0033774,C0238741,1.0
C0033774,C0033771,1.0
C0033774,C0700201,1.0
C0033774,C1854310,1.0
C0033774,C0730321,1.0
C0033774,C0037278,1.0
C0033774,C0011603,1.0
C0033774,C1579838,1.0
C0033774,C0857199,1.0
C0033774,C0231772,2.0
C0033774,C0041834,2.0
C0033774,C1969653,1.0
C0033774,C0751409,1.0
C0033774,C0234786,1.0
C0033774,C0848277,1.0
C0033774,C0231811,1.0
C0033774,C0575090,1.0
C0033774,C0235283,1.0
C0033774,C0849907,1.0
C0033774,C1442877,1.0
C0033774,C0153062,1.0
C0033774,C0687681,1.0
C0033774,C0037315,1.0
C0033774,C0019360,2.0
C0033774,C3276706,1.0
C0033774,C0277564,1.0
C0033774,C1535939,2.0
C0033774,C0023646,1.0
C0033774,C0023890,1.0
C0033774,C0270910,1.0
C0033774,C0014804,1.0
C0033774,C1720830,1.0
C0033774,C0239649,1.0
C0033774,C0850060,1.0
C0033774,C0241044,1.0
C0033774,C0518214,1.0
C0033774,C0877716,1.0
C0033774,C0853813,1.0
C0033774,C1868677,1.0
C0033774,C0679225,1.0
C0033774,C0679247,1.0
C0033774,C0039483,1.0
C0033774,C0730607,1.0
C0033774,C0001486,1.0
C0033774,C0037011,1.0
C0033774,C0278141,1.0
C0033774,C2037193,1.0
C0085786,C1369008,1.0
C0085786,C0740941,2.0
C0085786,C0234238,1.0
C0085786,C0857245,1.0
C0085786,C0027424,1.0
C0085786,C0024591,1.0
C0085786,C0232292,1.0
C0085786,C0877015,2.0
C0085786,C0796176,2.0
C0085786,C0030201,2.0
C0085786,C0087031,1.0
C0085786,C0018834,1.0
C0085786,C0847097,1.0
C0085786,C0015230,1.0
C0085786,C0012833,2.0
C0085786,C0038454,1.0
C0085786,C0348217,1.0
C0085786,C0263314,1.0
C0085786,C0008031,1.0
C0085786,C2242996,1.0
C0085786,C0017168,1.0
C0085786,C0011175,1.0
C0085786,C0277556,2.0
C0085786,C0085624,2.0
C0085786,C0028643,1.0
C0085786,C0004604,1.0
C0085786,C0426484,1.0
C0085786,C0221512,2.0
C0085786,C0917801,1.0
C0085786,C0748706,1.0
C0085786,C0028081,1.0
C0085786,C0000737,1.0
C0085786,C0438716,1.0
C0085786,C0004364,1.0
C0085786,C0019212,7.0
C0085786,C0231530,1.0
C0085786,C0423621,1.0
C0085786,C0037763,1.0
C0085786,C0039082,1.0
C0085786,C1969653,2.0
C0085786,C0751409,1.0
C0085786,C0848464,1.0
C0085786,C0751410,1.0
C0085786,C0239836,1.0
C0085786,C0013395,1.0
C0085786,C0270860,1.0
C0085786,C0238995,1.0
C0085786,C0040213,1.0
C0085786,C0032231,1.0
C0085786,C0027092,1.0
C0085786,C0034065,1.0
C0085786,C0037315,1.0
C0085786,C0268281,1.0
C0085786,C0276138,1.0
C0085786,C0235716,1.0
C0085786,C0850630,1.0
C0085786,C0239511,1.0
C0085786,C0743323,1.0
C0085786,C0020450,1.0
C0085786,C0034642,1.0
C0085786,C0234230,1.0
C0085786,C0043194,1.0
C0085786,C0265514,1.0
C0085786,C0085631,1.0
C0085786,C1956257,1.0
C0085786,C0033860,1.0
C0085786,C0025237,1.0
C0085786,C1851100,1.0
C0085786,C0231710,1.0
C0085786,C0235744,1.0
C0085786,C0037317,1.0
C0085786,C1850106,1.0
C0085786,C0023895,1.0
C0085786,C0008715,1.0
C0085786,C0497169,1.0
C0085786,C0857946,1.0
C0085786,C0521839,1.0
C0085786,C0020951,1.0
C0085786,C0030409,1.0
C1369008,C0740941,1.0
C1369008,C0234238,1.0
C1369008,C0857245,1.0
C1369008,C0027424,1.0
C0740941,C0234238,2.0
C0740941,C0857245,1.0
C0740941,C0027424,1.0
C0740941,C0024591,1.0
C0740941,C0232292,1.0
C0740941,C0151744,1.0
C0740941,C0343401,1.0
C0740941,C0796176,1.0
C0740941,C3278560,1.0
C0740941,C0012833,1.0
C0740941,C0024814,1.0
C0740941,C0175754,1.0
C0740941,C0018801,1.0
C0740941,C0476273,1.0
C0740941,C1321587,1.0
C0740941,C0008031,3.0
C0740941,C0427149,1.0
C0740941,C2242996,1.0
C0740941,C0277556,2.0
C0740941,C0023380,1.0
C0740941,C0917801,2.0
C0740941,C0016053,1.0
C0740941,C0015674,1.0
C0740941,C0559687,1.0
C0740941,C0028081,1.0
C0740941,C0003864,1.0
C0740941,C0149725,1.0
C0740941,C0019212,1.0
C0740941,C0037763,1.0
C0740941,C0238990,1.0
C0740941,C1969653,1.0
C0740941,C0032310,1.0
C0740941,C0010674,1.0
C0740941,C0857172,1.0
C0740941,C0275626,1.0
C0740941,C0238995,1.0
C0740941,C0080151,1.0
C0740941,C0043194,1.0
C0740941,C0265514,1.0
C0740941,C2895206,1.0
C0740941,C2931877,1.0
C0740941,C1720830,1.0
C0740941,C0033860,1.0
C0740941,C0025237,1.0
C0740941,C1851100,1.0
C0740941,C0231710,1.0
C0740941,C0235744,1.0
C0740941,C0037317,1.0
C0740941,C0032319,1.0
C0740941,C0030299,1.0
C0740941,C1848392,2.0
C0740941,C0017667,1.0
C0740941,C0263393,1.0
C0740941,C0153064,1.0
C0740941,C0014742,1.0
C0740941,C0085179,1.0
C0740941,C1377828,1.0
C0740941,C2585575,1.0
C0234238,C0857245,1.0
C0234238,C0027424,6.0
C0234238,C0024591,1.0
C0234238,C0162538,1.0
C0234238,C0235728,1.0
C0234238,C0232292,9.0
C0234238,C0741426,1.0
C0234238,C0151744,1.0
C0234238,C0152227,1.0
C0234238,C0015230,1.0
C0234238,C0175697,2.0
C0234238,C0012833,7.0
C0234238,C0024814,1.0
C0234238,C0348217,1.0
C0234238,C1579931,1.0
C0234238,C1321587,3.0
C0234238,C0008031,9.0
C0234238,C1277295,1.0
C0234238,C0427149,1.0
C0234238,C2242996,6.0
C0234238,C3714506,1.0
C0234238,C0017168,2.0
C0234238,C0009806,2.0
C0234238,C0011175,1.0
C0234238,C3888198,1.0
C0234238,C0476288,1.0
C0234238,C0442874,2.0
C0234238,C0015644,1.0
C0234238,C0235031,3.0
C0234238,C0039070,5.0
C0234238,C0232431,2.0
C0234238,C0152020,1.0
C0234238,C0865800,1.0
C0234238,C0277556,3.0
C0234238,C0149745,1.0
C0234238,C0027404,1.0
C0234238,C0043352,2.0
C0234238,C0039516,1.0
C0234238,C0011168,2.0
C0234238,C0162429,2.0
C0234238,C0849963,1.0
C0234238,C0085624,3.0
C0234238,C0026821,4.0
C0234238,C0028643,1.0
C0234238,C0007859,3.0
C0234238,C0235150,1.0
C0234238,C0004604,5.0
C0234238,C0235162,2.0
C0234238,C0020175,2.0
C0234238,C0023380,2.0
C0234238,C0600142,1.0
C0234238,C0013456,2.0
C0234238,C0235234,1.0
C0234238,C0221512,6.0
C0234238,C0239377,5.0
C0234238,C0016053,2.0
C0234238,C0302539,2.0
C0234238,C0231918,1.0
C0234238,C0015674,1.0
C0234238,C0559687,3.0
C0234238,C0009763,1.0
C0234238,C3257803,1.0
C0234238,C0028081,3.0
C0234238,C0003864,2.0
C0234238,C0024902,2.0
C0234238,C3809991,1.0
C0234238,C0000737,2.0
C0234238,C0455770,1.0
C0234238,C0344375,1.0
C0234238,C0439053,2.0
C0234238,C0021313,1.0
C0234238,C0438716,2.0
C0234238,C0149725,1.0
C0234238,C0234655,1.0
C0234238,C1443924,3.0
C0234238,C0149931,1.0
C0234238,C0362046,2.0
C0234238,C0040425,1.0
C0234238,C1510471,1.0
C0234238,C0004364,2.0
C0234238,C0847554,1.0
C0234238,C2957106,3.0
C0234238,C0439814,1.0
C0234238,C0742339,1.0
C0234238,C0497366,1.0
C0234238,C0017672,1.0
C0234238,C0677500,1.0
C0234238,C0586407,1.0
C0234238,C2039120,2.0
C0234238,C0238741,1.0
C0234238,C0239886,2.0
C0234238,C0019825,1.0
C0234238,C0581880,1.0
C0234238,C0231530,1.0
C0234238,C0041834,1.0
C0234238,C0795907,1.0
C0234238,C0241039,1.0
C0234238,C0032781,1.0
C0234238,C0700184,1.0
C0234238,C0265338,1.0
C0234238,C0578050,1.0
C0234238,C0239182,1.0
C0234238,C0037763,1.0
C0234238,C0541828,1.0
C0234238,C1744601,1.0
C0234238,C0424653,1.0
C0234238,C2129214,1.0
C0234238,C0242301,1.0
C0234238,C0858598,1.0
C0234238,C1969653,1.0
C0234238,C0239836,1.0
C0234238,C0547030,1.0
C0234238,C0344232,1.0
C0234238,C0278140,1.0
C0234238,C1442877,2.0
C0234238,C0037315,1.0
C0234238,C0456512,1.0
C0234238,C0085859,1.0
C0234238,C0038395,3.0
C0234238,C0857156,1.0
C0234238,C0080151,5.0
C0234238,C0043194,5.0
C0234238,C0036689,3.0
C0234238,C0022104,1.0
C0234238,C0178238,1.0
C0234238,C2370950,1.0
C0234238,C2895206,1.0
C0234238,C2931877,1.0
C0234238,C0234215,1.0
C0234238,C0272285,2.0
C0234238,C1836672,1.0
C0234238,C0474496,1.0
C0234238,C0423729,1.0
C0234238,C3640008,1.0
C0234238,C0019360,2.0
C0234238,C1535939,2.0
C0234238,C1720830,1.0
C0234238,C1868677,1.0
C0234238,C0679225,1.0
C0234238,C0679247,1.0
C0234238,C0039483,1.0
C0234238,C0730607,1.0
C0234238,C0001486,1.0
C0234238,C0037011,1.0
C0234238,C0278141,1.0
C0234238,C2037193,1.0
C0234238,C0014544,1.0
C0234238,C0878544,1.0
C0234238,C0043167,1.0
C0234238,C0262395,1.0
C0234238,C0162531,1.0
C0234238,C0032533,1.0
C0234238,C0027849,1.0
C0234238,C0024534,1.0
C0234238,C0085096,2.0
C0234238,C0036396,2.0
C0234238,C1848392,1.0
C0234238,C0153064,1.0
C0234238,C0014742,1.0
C0234238,C0085179,1.0
C0234238,C1377828,1.0
C0234238,C2585575,1.0
C0857245,C0027424,1.0
C0027424,C0232292,2.0
C0027424,C0741426,1.0
C0027424,C0877015,1.0
C0027424,C0030201,1.0
C0027424,C0015230,1.0
C0027424,C1313983,1.0
C0027424,C0012833,4.0
C0027424,C1579931,1.0
C0027424,C1321587,3.0
C0027424,C0018621,1.0
C0027424,C0008031,5.0
C0027424,C1836123,2.0
C0027424,C0019345,1.0
C0027424,C0231912,1.0
C0027424,C2945698,1.0
C0027424,C2242996,5.0
C0027424,C0017168,1.0
C0027424,C0019159,1.0
C0027424,C0524909,1.0
C0027424,C0476288,1.0
C0027424,C0235031,1.0
C0027424,C0232431,1.0
C0027424,C0277556,1.0
C0027424,C0162429,1.0
C0027424,C0085624,4.0
C0027424,C0007859,1.0
C0027424,C0004604,1.0
C0027424,C0235162,1.0
C0027424,C0023380,1.0
C0027424,C0013456,1.0
C0027424,C0235234,1.0
C0027424,C0221512,1.0
C0027424,C0239377,1.0
C0027424,C0302539,1.0
C0027424,C0231918,1.0
C0027424,C0009763,2.0
C0027424,C3257803,1.0
C0027424,C0028081,1.0
C0027424,C0438716,2.0
C0027424,C0149931,1.0
C0027424,C0362046,1.0
C0027424,C0040425,2.0
C0027424,C1510471,1.0
C0027424,C0004364,1.0
C0027424,C0847554,1.0
C0027424,C2957106,1.0
C0027424,C0439814,1.0
C0027424,C0742339,1.0
C0027424,C0497366,1.0
C0027424,C0017672,1.0
C0027424,C0677500,1.0
C0027424,C0586407,1.0
C0027424,C2039120,2.0
C0027424,C0238741,1.0
C0027424,C0239886,2.0
C0027424,C0019825,1.0
C0027424,C0581880,1.0
C0027424,C1854310,1.0
C0027424,C0032781,1.0
C0027424,C0700184,1.0
C0027424,C2032420,1.0
C0027424,C0393691,1.0
C0027424,C0751340,1.0
C0027424,C2129214,2.0
C0027424,C0239836,1.0
C0027424,C0857117,1.0
C0027424,C0339805,1.0
C0027424,C0547030,1.0
C0027424,C0344232,1.0
C0027424,C0522251,1.0
C0027424,C0423665,1.0
C0024591,C0162628,1.0
C0024591,C0232292,1.0
C0024591,C0151744,1.0
C0024591,C0796176,2.0
C0024591,C0087031,1.0
C0024591,C1260899,1.0
C0024591,C0012833,2.0
C0024591,C0175754,1.0
C0024591,C3495488,1.0
C0024591,C0018801,1.0
C0024591,C0476273,1.0
C0024591,C0008031,1.0
C0024591,C0427149,1.0
C0024591,C0277556,1.0
C0024591,C0085624,1.0
C0024591,C0004604,1.0
C0024591,C0015674,1.0
C0024591,C0019212,1.0
C0024591,C0231837,1.0
C0024591,C0848290,1.0
C0024591,C1442877,1.0
C0024591,C0275626,1.0
C0024591,C0238995,1.0
C0024591,C0021345,1.0
C0024591,C0683323,1.0
C0024591,C0679309,1.0
C0024591,C0080151,2.0
C0024591,C0043194,1.0
C0024591,C2895206,2.0
C0024591,C0086132,1.0
C0024591,C0010054,1.0
C0024591,C0234215,1.0
C0024591,C0242994,1.0
C0024591,C0231451,1.0
C0024591,C0272285,1.0
C0024591,C0011119,1.0
C0024591,C0085631,1.0
C0024591,C0006267,1.0
C0024591,C1956257,1.0
C0024591,C0033860,1.0
C0024591,C0009269,1.0
C0024591,C3281223,1.0
C0024591,C1859452,1.0
C0024591,C0744638,1.0
C0024591,C0085096,1.0
C0024591,C0019559,1.0
C0024591,C1850106,1.0
C0024591,C0023895,1.0
C0024591,C0008715,1.0
C0024591,C0497169,1.0
C0162538,C0235728,1.0
C0162538,C0232292,1.0
C0162538,C0741426,1.0
C0235728,C0232292,1.0
C0235728,C0741426,1.0
C0232292,C0741426,1.0
C0232292,C0877015,2.0
C0232292,C0030201,2.0
C0232292,C0035222,2.0
C0232292,C0018834,2.0
C0232292,C0847097,1.0
C0232292,C0015230,2.0
C0232292,C0270627,2.0
C0232292,C0175697,1.0
C0232292,C1260899,2.0
C0232292,C1313983,1.0
C0232292,C0012833,4.0
C0232292,C0038454,1.0
C0232292,C1579931,1.0
C0232292,C0263314,1.0
C0232292,C1321587,2.0
C0232292,C0018621,2.0
C0232292,C0006277,1.0
C0232292,C0008031,11.0
C0232292,C1096594,1.0
C0232292,C2242996,3.0
C0232292,C0017168,2.0
C0232292,C0009806,2.0
C0232292,C0011175,2.0
C0232292,C0039070,1.0
C0232292,C0232431,2.0
C0232292,C0277556,1.0
C0232292,C0043352,1.0
C0232292,C0011168,1.0
C0232292,C0162429,1.0
C0232292,C0085624,3.0
C0232292,C0026821,1.0
C0232292,C0028643,1.0
C0232292,C0007859,1.0
C0232292,C0004604,7.0
C0232292,C0235162,1.0
C0232292,C0013456,1.0
C0232292,C0235234,1.0
C0232292,C0149871,1.0
C0232292,C0426484,1.0
C0232292,C0221512,5.0
C0232292,C0917801,1.0
C0232292,C0239377,3.0
C0232292,C0302539,3.0
C0232292,C0231918,1.0
C0232292,C0748706,1.0
C0232292,C0559687,1.0
C0232292,C0009763,2.0
C0232292,C3257803,1.0
C0232292,C0028081,4.0
C0232292,C0024902,2.0
C0232292,C3809991,1.0
C0232292,C0000737,2.0
C0232292,C0455770,1.0
C0232292,C0344375,1.0
C0232292,C0439053,1.0
C0232292,C0438716,3.0
C0232292,C0149725,3.0
C0232292,C1443924,2.0
C0232292,C0042571,1.0
C0232292,C0149931,1.0
C0232292,C0362046,1.0
C0232292,C0040425,1.0
C0232292,C1510471,1.0
C0232292,C0004364,1.0
C0232292,C0847554,1.0
C0232292,C2957106,3.0
C0232292,C0439814,1.0
C0232292,C0742339,3.0
C0232292,C0497366,1.0
C0232292,C0017672,1.0
C0232292,C0677500,1.0
C0232292,C0586407,1.0
C0232292,C2039120,2.0
C0232292,C0238741,1.0
C0232292,C0239886,1.0
C0232292,C0019825,1.0
C0232292,C0019212,1.0
C0232292,C0231530,1.0
C0232292,C0795907,1.0
C0232292,C0241039,1.0
C0232292,C0032781,1.0
C0232292,C0578050,1.0
C0232292,C0423621,2.0
C0232292,C1744601,1.0
C0232292,C0424653,1.0
C0232292,C0242301,2.0
C0232292,C0424805,1.0
C0232292,C0239836,1.0
C0232292,C0278140,1.0
C0232292,C0032310,1.0
C0232292,C0010674,1.0
C0232292,C0857172,1.0
C0232292,C0013395,1.0
C0232292,C0270860,2.0
C0232292,C0238995,1.0
C0232292,C0272187,1.0
C0232292,C0021345,1.0
C0232292,C0683323,1.0
C0232292,C0679309,1.0
C0232292,C0040213,1.0
C0232292,C0032231,1.0
C0232292,C0027092,1.0
C0232292,C0034065,1.0
C0232292,C0037315,1.0
C0232292,C0268281,1.0
C0232292,C0276138,1.0
C0232292,C0235716,1.0
C0232292,C0850630,1.0
C0232292,C0239511,1.0
C0232292,C0743323,1.0
C0232292,C0020450,1.0
C0232292,C0034642,1.0
C0232292,C0234230,1.0
C0232292,C0042111,2.0
C0232292,C0038395,1.0
C0232292,C0080151,5.0
C0232292,C0043194,3.0
C0232292,C0036689,1.0
C0232292,C0087169,1.0
C0232292,C0024031,1.0
C0232292,C0022104,1.0
C0232292,C0178238,1.0
C0232292,C2370950,1.0
C0232292,C0272285,1.0
C0232292,C1836672,1.0
C0232292,C0474496,1.0
C0232292,C0423729,1.0
C0232292,C3640008,1.0
C0741426,C0008031,1.0
C0741426,C2129214,1.0
C0741426,C0423665,1.0
C0017547,C0035222,1.0
C0017547,C0019693,1.0
C0017547,C0019372,1.0
C0017547,C0003873,1.0
C0017547,C1290884,1.0
C0848765,C0151744,1.0
C0151744,C0796176,3.0
C0151744,C0175697,2.0
C0151744,C3278560,1.0
C0151744,C0022353,1.0
C0151744,C0024814,1.0
C0151744,C0175754,2.0
C0151744,C1836123,1.0
C0151744,C0427149,1.0
C0151744,C0023380,1.0
C0151744,C0016053,1.0
C0151744,C0302539,1.0
C0151744,C0003864,1.0
C0151744,C0004095,1.0
C0151744,C0730321,7.0
C0151744,C0458171,1.0
C0151744,C0242301,2.0
C0151744,C0027707,1.0
C0151744,C0030481,6.0
C0151744,C0037315,1.0
C0151744,C0010340,4.0
C0151744,C0080151,4.0
C0151744,C0043194,4.0
C0151744,C2895206,6.0
C0151744,C2931877,4.0
C0151744,C0242994,1.0
C0151744,C0272285,2.0
C0151744,C0312422,1.0
C0151744,C1535939,1.0
C0151744,C1720830,1.0
C0151744,C0679247,4.0
C0151744,C0002880,1.0
C0151744,C0006267,2.0
C0151744,C0014544,2.0
C0151744,C0037672,1.0
C0151744,C0012242,1.0
C0151744,C1956257,1.0
C0151744,C0033860,1.0
C0151744,C0027849,1.0
C0151744,C0025237,1.0
C0151744,C0015190,2.0
C0151744,C0268497,1.0
C0151744,C0035258,1.0
C0151744,C0009269,1.0
C0151744,C0242292,1.0
C0151744,C0029134,1.0
C0151744,C0393459,1.0
C0151744,C0008055,1.0
C0151744,C0338480,1.0
C0151744,C0393593,1.0
C0151744,C0015306,1.0
C0151744,C0267808,2.0
C0151744,C0023374,2.0
C0151744,C0339510,2.0
C0151744,C0085632,2.0
C0151744,C1848392,1.0
C0151744,C0153064,1.0
C0151744,C1299624,4.0
C0151744,C0751295,4.0
